Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MO,2017,"11        ",Male,16,Right-Handed,176,22,152,1,Car,15,0.574,34,Running/Jogging,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2014,"12        ",Male,16,Right-Handed,183,28,181,1,Car,4,.42,47,Baseball/Softball,600,1000,400,1000,800,1000,28,"Left foot",80,80,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,"Social studies",8,10,4,"Yes - broadband connection","Cell phone",200,200,15,1,2,8,20,0,5,15,3,1,15,1,Some,"Graduate degree",Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,MO,2016,"11        ",Male,16,Right-Handed,176.5,27,182,1,Car,5,.346,43,Golf,500,500,500,500,500,800,27,"Same length",75,80,"Ring finger",April,Spring,No,No,Meat,Water,"Physical education",8,10,4,"Yes - broadband connection","Text messaging",200,200,48,4,6,34,24,10,10,10,5,2,0,10,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer","Education/Youth development"
USA,MO,2019,"12        ",Male,17,Right-Handed,171,26,172,2,Walk,2,0.254,32,Tennis,829,856,936,882,1000,1000,26,"Same length",107,110,"Ring finger",January,Summer,No,No,Meat,Milk,Art,7,10,4,"Yes - broadband connection","Text messaging",50,60,24,2,2.5,2,2,14,2,2,20,0,0,2,Some,"Undergraduate degree","Rock and roll",Fly,Happy,Other,"Wildlife, animals"
USA,MO,2015,"12        ",Male,16,Right-Handed,183,30,81,2,Car,5,.592,39,Tennis,500,500,700,666,999,1000,31,"Left foot",100,98,"Ring finger",August,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",5,8,4,"Yes - broadband connection","In person",30,40,20,.5,15,10,6,5,20,1,5,0,0,1,"A lot","Graduate degree",Pop,Telepathy,Famous,Actor,"Education/Youth development"
USA,MO,2018,"7         ",Male,13,Left-Handed,175,25,166,1,Car,10,0.669,35,Basketball,1000,650,1000,1000,400,900,25,"Same length",,90,"Ring finger",September,Summer,No,No,Meat,Water,"Computers and technology",4,6,5,"Yes - broadband connection","In person",0,0,10,0,0,2,35,3,0,0,3,4,0,1,"A lot","Some college",Other,Telepathy,Rich,"Sports person","Education/Youth development"
USA,MO,2014,"12        ",Male,19,Ambidextrous,186,11,188,,Car,10,0.414,59,Baseball/Softball,1000,1000,1000,1000,500,500,11,,80,70,"Index finger",November,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",7,9,2,"Yes - other","Text messaging",30,30,5,1,0,1,5,0,5,1,5,3,30,1,Some,"Graduate degree",Country,Fly,Rich,"Sports person","Wildlife, animals"
USA,MO,2017,"11        ",Male,16,Right-Handed,177.8,27,160,1,Car,15,0.479,45,Other,100,200,300,500,69,700,27,"Same length",80,70,"Index finger",February,Fall,No,No,Pizza/Pasta,Water,Science,8,10,4,"Yes - other","Text messaging",10,10,15,0.5,5,10,3,2,6,6,3,10,7,3,"Very little","Graduate degree",Techno/Electronic,Telepathy,Happy,Relative,"International aid"
USA,MO,2016,"11        ",Male,17,Right-Handed,66,4.5,173.5,1,Car,8,0.283,36,Running/Jogging,300,300,600,600,800,1000,5,"Left foot",7.5,7,"Index finger",September,Fall,Yes,No,Meat,Water,"Physical education",8,6,6,"Yes - broadband connection","In person",25,27,10,0,5,0,10,7,4,14,21,0,0,5,"Very little","Graduate degree","Punk rock","Freeze time",Happy,Other,Other
USA,MO,2016,"11        ",Male,17,Ambidextrous,170,27,168,1,Car,5,.353,43,Baseball/Softball,701,401,75,230,1000,1000,27,"Same length",8.5,8,"Index finger",January,Summer,No,No,Meat,Tea,"Mathematics and statistics",8,6,3,"Yes - broadband connection","In person",50,50,8,1,3,4,12,16,4,10,8,5,0,0,Some,"Graduate degree",Country,Invisibility,Rich,,"Education/Youth development"
USA,MO,2020,"11        ",Male,16,Right-Handed,180,27,179,1,Car,9,.391,44,Cycling,561,663,230,727,100,960,27,"Right foot",105,107,"Ring finger",April,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",9,9,3,"Yes - broadband connection","Text messaging",50,65,14,.5,3,10,7,1,0,4,5,3,0,1,Some,"Undergraduate degree",Gospel,Telepathy,Happy,Relative,Religious
USA,MO,2019,"12        ",Male,16,Right-Handed,170,20,172,1,Car,25,3.47,60,None,50,0,1,51,500,1000,20,"Same length",70,70,"Same length",March,Summer,No,No,Desserts,"Soft drink (caffeinated)",Other,6,4,6,"Yes - broadband connection","Text messaging",100,100,30,20,15,10,0,0,30,10,5,5,20,3,"A lot",Other,"Rap/Hip hop","Freeze time",Happy,Other,Other
USA,MO,2015,"12        ",Male,18,Right-Handed,165,22,175,1,Car,6,.276,29,None,500,500,800,700,400,400,22,"Same length",9.7,10.5,"Ring finger",March,Spring,No,No,Meat,Water,"Computers and technology",6,7,3,"Yes - other","Text messaging",2,1,20,1,1,8,0,40,0,2,4,2,0,18,Some,"Graduate degree",Other,Telepathy,Happy,Other,"Education/Youth development"
USA,MO,2018,"6         ",Male,11,Right-Handed,145,23,148,1,Car,20,0.251,51,"Hockey (Ice)",561,332,455,754,439,246,23,"Same length",7,8,"Ring finger",February,Winter,No,No,Seafood,Water,Science,7,6,6,"Yes - other","Text messaging",2,45,14,20,20,35,65,10,20,10,20,10,15,5,Some,"Graduate degree",Pop,"Super strength",Healthy,Friend,"Wildlife, animals"
USA,MO,2011,"12        ",Male,17,Right-Handed,"6.2 ","13 ",6.2,1,Car,2,.446,38,None,465,476,476,,727,727,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"11        ",Male,16,Right-Handed,176,22,152,1,Car,15,0.574,34,Running/Jogging,663,572,449,802,262,198,24,"Left foot",80,70,"Index finger",May,Fall,No,No,Pizza/Pasta,Milk,Science,8,9,5,"Yes - broadband connection","Text messaging",2,2,2,.25,5,3,1,6,0,0,5,3,0,1,"Very little",,"Rock and roll",Fly,Happy,,Environment
USA,MO,2014,"12        ",Male,17,Right-Handed,183,30,180,2,Car,15,0.79,49,"Table Tennis",700,700,600,800,1000,1000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2018,"6         ",Male,11,Right-Handed,144,22,147,1,Car,5,0.339,50,Tennis,1000,802,636,653,920,920,22,"Same length",80,70,"Index finger",May,Summer,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",9,9,4,"Yes - other","Text messaging",4,200,1,1,10,28,28,5,5,5,10,10,0,2,Some,"Graduate degree",Pop,Invisibility,Happy,"Sports person",Other
USA,MO,2012,"8         ",Male,14,Right-Handed,164,24,166,1,Bus,20,0.703,45,Other,500,600,100,572,100,000,25,"Same length",70,80,"Ring finger",November,Summer,No,Yes,Pizza/Pasta,Milk,"Physical education",8,6,6,"No internet connection","Text messaging",70,70,10,1,1,2,3,1,2,6,0,8,0,9,Some,"Undergraduate degree",Country,Invisibility,Happy,Relative,"Wildlife, animals"
USA,MO,2019,"11        ",Male,18,Left-Handed,177.8,25,175,1,Bus,22,0.345,55,Basketball,800,700,500,500,0,1000,26,"Left foot",90,95,"Ring finger",August,Fall,No,No,"No favorite",Milk,History,7,10,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,17,68,0,0,6,8,0,40,168,168,0,0,100,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Coach or club leader","Arts, culture, sports"
USA,MO,2018,"7         ",Male,13,Right-Handed,157,23,151,1,Bus,120,796,61,"Football (American)",250,500,9000,9000,10000,10000,24,"Left foot",70,30,"Index finger",August,Summer,Yes,No,Meat,Tea,"Physical education",10,,5,"No internet connection","Text messaging",0,2,10000,1,0,10000,10000,500,0,250,0,500,500,250,None,"Some college","Rap/Hip hop",Invisibility,Rich,Friend,"Wildlife, animals"
USA,MO,2012,"7         ",Male,13,Right-Handed,180,28,178,,Car,5,0.375,58,Baseball/Softball,500,1000,975,500,50,1,27,"Right foot",90,90,"Same length",December,Winter,No,No,Salads,Milk,History,8,7,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,3,0,2,5,7,3,4,0,3,8,3,2,Some,"Undergraduate degree",Pop,Telepathy,Happy,"Community leader or elder",Health
USA,MO,2015,"12        ",Male,17,Right-Handed,176.7,31.5,180,1,Car,8.5,.473,38,Other,666,310,856,604,175,127,31.5,"Same length",80,85,"Ring finger",July,Winter,No,No,Poultry,Juice,"Mathematics and statistics",8,9.5,7,"Yes - broadband connection","Text messaging",34,52,20,3,20,15,5,0,10,20,15,5,30,10,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,"Education/Youth development"
USA,MO,2017,"11        ",Male,16,Right-Handed,172.7,25.4,167.6,1,Car,17,.376,41,Running/Jogging,722,904,583,626,123,230,24.8,"Right foot",6.1,6.6,"Ring finger",September,Fall,No,No,Poultry,Water,"Mathematics and statistics",7,8,5,"Yes - dial-up connection","In person",20,25,10,2,6,4,12,0,1,1,1,5,15,3,Some,"Graduate degree",Country,"Freeze time",Healthy,Relative,Environment
USA,MO,2016,"11        ",Male,16,Right-Handed,176.5,27,182,1,Car,5,.346,43,Golf,500,500,500,500,500,800,27,"Same length",75,80,"Ring finger",April,Spring,No,No,Meat,Water,"Physical education",8,10,4,"Yes - broadband connection","Text messaging",200,200,48,,,,,,,,,,,,,,,,,,
USA,MO,2017,"6         ",Male,11,Right-Handed,136,20,64,1,Bus,30,3.26,49,Basketball,500,1000,1000,1000,1,1000,21,"Same length",7,7,"Same length",May,Summer,Yes,No,Seafood,Tea,"Physical education",7,1,4,"Yes - dial-up connection","Cell phone",14,14,35,24,1,3,9,5,9,9,9,3,9,9,"A lot",Other,"Rap/Hip hop",Invisibility,Famous,"Sports person",Other
USA,MO,2017,"11        ",Male,16,Right-Handed,175,27,166,1,Car,15,0.499,53,Golf,800,600,500,200,700,1000,27,"Same length",77,75,"Index finger",March,Winter,Yes,No,Meat,Milk,History,6,9,4,"Yes - broadband connection","Text messaging",7,20,6,.5,20,8,1,0,0,3.5,15,6,0,3.5,"A lot","Graduate degree",Classical,Telepathy,Healthy,Relative,Religious
USA,MO,2017,"6         ",Male,12,Right-Handed,172,36,163,1,Car,12,0.544,65,Soccer,1000,1000,1000,1000,572,701,29,"Right foot",80,90,"Ring finger",November,Summer,No,No,Meat,,,7,6,2,"Yes - other","In person",0,0,2,0,5,3,2,6,0,0,6,3,0,0,Some,"Graduate degree",Classical,"Super strength",Healthy,Other,Environment
USA,MO,2016,"11        ",Male,18,Right-Handed,173,26,169,2,Car,5,.307,41,Golf,508,668,754,406,310,1000,26,"Same length",75,75,"Same length",October,Summer,No,No,Meat,Water,Science,7,9,3,"Yes - broadband connection","In person",50,49,8,1,6,1,10,16,7,10,8,14,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person",Religious
USA,MO,2020,"11        ",Male,16,Right-Handed,178,28,182,1,Car,10,0.415,51,Basketball,200,400,150,100,200,400,28,"Same length",112,124,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,Water,Music,5,7,5,"Yes - broadband connection","In person",7,10,8,2,1,5,14,2,8,1,2,1,8,6,Some,"Some college","Rap/Hip hop","Freeze time",Healthy,Relative,Health
USA,MO,2017,"12        ",Male,17,Right-Handed,168,27,,1,Car,20,0.41,37,None,100,300,500,800,1000,1000,26,"Right foot",70,80,"Ring finger",October,Winter,Yes,No,Desserts,"Soft drink (caffeinated)","Computers and technology",6,10,4,"Yes - other","Text messaging",300,250,5,0,2,3,0,2,4,4,14,14,3,2,"Very little",Other,Gospel,"Freeze time",Rich,Actor,Religious
USA,MO,2011,"12        ",Male,17,Right-Handed,"6.2 ","13 ",6.2,1,Car,2,.446,38,None,465,476,476,,727,727,13,"Right foot",4,4,"Index finger",February,Summer,Yes,No,Poultry,"Soft drink (caffeinated)","Mathematics and statistics",7,8,4,"Yes - broadband connection","Cell phone",,150,4,4,2,2,4,4,4,4,4,4,4,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
USA,MO,2017,"11        ",Male,17,Right-Handed,180,22,181,2,Car,20,0.623,45,Golf,750,750,750,750,570,750,22,"Right foot",80,70,"Ring finger",July,Summer,Yes,Yes,Meat,Water,,8,6,5,"Yes - other","In person",99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,"A lot","Some college",Reggae,Telepathy,Rich,Relative,Health
USA,MO,2017,"6         ",Male,12,Right-Handed,141,21,145,1,Bus,7,342,52,Basketball,2,100,50,50,1000,1000,22,"Left foot",6,5,"Index finger",October,Fall,Yes,No,Salads,"Energy drink","Mathematics and statistics",6,4,5,"Yes - broadband connection","Text messaging",1000,900,24,50,0,6,6,,,,,,,,,,,,,,
USA,MO,2012,"8         ",Male,14,Left-Handed,162.5,23,162.5,1,Car,5,.453,55,Golf,500,500,100,1000,1000,1000,24,"Left foot",70,80,"Ring finger",December,Summer,No,No,Pizza/Pasta,Milk,History,8,10,4,"Yes - broadband connection","Text messaging",30,40,5,1,3,10,10,7,10,11,14,3,0,3,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Famous,Friend,Health
USA,MO,2020,"11        ",Male,17,Right-Handed,172,28,173,1,Car,3,.405,46,Golf,0,0,0,0,1000,1000,27,"Right foot",98,112,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",12,10,11,,,,,,,,,,,,,,,,,,
USA,MO,2018,"6         ",Male,12,Left-Handed,142,23,139,2,Car,8,0.338,39,"Hockey (Ice)",800,800,700,700,400,350,22.5,"Left foot",70,75,"Ring finger",February,Summer,Yes,No,Meat,Milk,"Social studies",9,"7.5 ",5,"Yes - broadband connection",,0,100,8,0,3,10,4,2,2,0,2,1,0,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","International aid"
USA,MO,2018,"7         ",Male,13,Right-Handed,158,45,158.5,3,Car,7,0.416,35,Soccer,400,900,900,890,300,50,45,"Same length",70,75,"Ring finger",May,Winter,Yes,No,Meat,Tea,"Physical education",8,5,9,"Yes - other","In person",0,4,40,10,0,168,96,48,24,21,30,5,5,150,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,Other,Environment
USA,MO,2019,"12        ",Male,17,Right-Handed,179,27,191,1,Walk,1,0.377,35,"Football (American)",241,166,471,444,1000,1000,261/2,"Right foot",70,80,"Ring finger",July,Summer,No,No,Seafood,Juice,"Mathematics and statistics",71/2,9,4,"Yes - other","Text messaging",120,200,30,40,20,0,144,30,30,60,50,15,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Business person","Education/Youth development"
USA,MO,2019,"12        ",Male,17,Left-Handed,183,26,183,1.5,Car,11,.282,38,Athletics,600,700,750,800,500,650,25.9,"Right foot",10,9,"Index finger",May,Spring,No,No,"No favorite",Water,History,6,8,5,"Yes - other","In person",30,30,15,8,5,5,15,15,15,20,20,15,15,3,Some,Other,"Rhythm and blues (R&B)","Freeze time",Happy,Relative,Health
USA,MO,2020,"11        ",Male,18,Right-Handed,177.8,24,171,1,Car,2,0.413,50,None,800,800,800,800,0,0,24,"Same length",95,90,"Index finger",September,Fall,No,No,Meat,"Soft drink (caffeinated)",History,5,3,3,"Yes - other","In person",10,15,3,1/2,0,2,0,0,4,2,2,3,20,5,"A lot","High school",Country,"Super strength",Healthy,Friend,Health
USA,MO,2019,"12        ",Male,17,Right-Handed,166,25,157,2,Car,13,.308,53,Baseball/Softball,1000,1000,1000,1000,684,846,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2012,"8         ",Male,14,Left-Handed,162.5,23,162.5,1,Car,5,.453,55,Golf,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"6         ",Male,12,Right-Handed,171,28,174,1,Bus,30,0.499,50,Basketball,0,1000,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2015,"12        ",Male,17,Right-Handed,186,30,195,1,Car,7,0.455,44,Walking/Hiking,500,550,500,560,990,980,31,"Left foot",80,82,"Same length",July,Fall,Yes,No,Pizza/Pasta,Water,Music,6,10,6,"Yes - broadband connection","Text messaging",50,50,4,.5,3,7,.5,4,15,5,25,6,12,2,Some,"Graduate degree","Rock and roll",Fly,Happy,Other,"International aid"
USA,MO,2014,"12        ",Male,17,Right-Handed,177.8,28.8,180,2,Bus,30,.353,34,Walking/Hiking,762,592,973,910,999,1000,28.3,"Right foot",109,112,"Ring finger",October,Fall,No,Yes,Other,Water,"Social studies",7,10,4,"Yes - broadband connection","Text messaging",9,9,0,.2,7,10,10,0,7,7,12,5,0,11,Some,"Graduate degree",Classical,Fly,Happy,"Community leader or elder","Education/Youth development"
USA,MO,2015,"12        ",Male,18,Right-Handed,185,30,184,1,Walk,4,0.677,106,,500,500,500,500,1000,1000,30,"Same length",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2018,"11        ",Male,17,Right-Handed,166,23,164,2,Walk,2,0.391,35,"Football (American)",64,150,0,257,198,481,24,"Left foot",92,100,"Ring finger",March,Fall,No,No,Fruit,"Sports drink",Music,7,9,5,"Yes - other","Text messaging",8,8,74,10,"3.2 ",30,12,0,50,74,74,0,0,3,Some,Other,Other,Fly,Happy,Friend,"Education/Youth development"
USA,MO,2018,"12        ",Male,15,Right-Handed,180,27.5,182,3,Walk,4,0.339,39,Soccer,900,800,850,600,950,1000,28,"Left foot",10,11,"Ring finger",February,Summer,No,No,Poultry,Water,Science,8,11,6,"Yes - other","In person",26,41,12,4,14,1,10,,,,,,,,,,,,,,
USA,MO,2017,"12        ",Male,18,Left-Handed,175,23.5,173,1,Walk,5,.362,170,Tennis,9,10,1000,800,1000,1000,23,"Left foot",635,640,"Ring finger",November,Fall,Yes,No,"No favorite",Water,"Computers and technology",6.5,2.5,1,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2016,"9         ",Male,15,Right-Handed,166,24,168,2,Car,3,0.361,52,Running/Jogging,500,1000,800,700,1000,1000,24,"Same length",90,80,"Index finger",January,Fall,Yes,No,Meat,Water,Other,7,9,5,"Yes - broadband connection","Internet chat or instant messaging",7,3,4,0.5,0.2,12,6,24,36,2,72,4,0,2,"Very little","Graduate degree",Pop,"Freeze time",Rich,"Musician or singer","International aid"
USA,MO,2017,"6         ",Male,11,Right-Handed,110,11.5,161,1,Bus,10,0.479,40,Soccer,1000,1000,1000,1000,1000,1000,11.5,"Same length",7,8,"Ring finger",January,Winter,No,Yes,Salads,Water,Other,6,12,5,"Yes - broadband connection","In person",20,1,6,1,4,3,2,8,3,4,5,7,0,6,None,Other,Other,"Super strength",Healthy,Other,"Wildlife, animals"
USA,MO,2014,"12        ",Male,17,Right-Handed,173,30,182,2,Car,10,0.49,50,Tennis,900,500,500,900,200,600,28,"Right foot",118,120,"Ring finger",December,Fall,No,No,Meat,Water,English,7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,5,0,5,5,1,6,6,1,5,1,10,0.5,"A lot","Graduate degree",Other,Fly,Happy,"Musician or singer","International aid"
USA,MO,2017,"12        ",Male,17,Right-Handed,175.3,27.9,188,1,Car,5,.368,44,Athletics,487,636,556,620,647,508,27.9,"Same length",80,84,"Ring finger",June,Fall,Yes,No,Soups,Juice,"Mathematics and statistics",6,8,3,"Yes - other","Text messaging",57,102,0,.3,21,5,5,7,10,5,20,0,30,15,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Community leader or elder",Other
USA,MO,2015,"12        ",Male,17,Right-Handed,175,30,150,2,Car,"5 ",.671,48,"Football (American)",500,0,400,800,850,900,30,"Same length",70,70,"Same length",October,Fall,No,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",6,10,4,"Yes - broadband connection","Text messaging",206,240,15,5,17,5,16,10,5,15,20,2,20,4,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Teacher,"Arts, culture, sports"
USA,MO,2015,"12        ",Male,17,Right-Handed,181,25,181,1,Car,7,.429,31,Running/Jogging,953,607,841,749,900,908,25,"Right foot",79,78,"Index finger",September,Spring,Yes,No,Pizza/Pasta,Water,Science,7,7,3,"Yes - broadband connection","Text messaging",30,40,3,0,10,10,13,5,0,1,1,1,5,2,"A lot","Graduate degree",Gospel,"Freeze time",Happy,Other,Religious
USA,MO,2017,"6         ",Male,11,Right-Handed,155,34,153,1,Bus,5,0.48,41,Bowling,63,60,20,100,1000,100,25,"Same length",7,8,"Ring finger",May,Winter,Yes,No,"No favorite",Tea,"Computers and technology",8,6,4,"Yes - other","Text messaging",0,1,2,3,1,5,1,15,1,1,5,5,0,5,"Very little","Graduate degree",Classical,"Freeze time",Happy,Relative,Health
USA,MO,2011,"12        ",Male,16,Right-Handed,134,24,134,1,Car,2,0.28,40,"Football (American)",1000,1000,1000,,1000,1000,24,"Same length",7.5,7.5,"Same length",April,Summer,Yes,No,Fruit,"Sports drink",History,8,8,3,"Yes - broadband connection","Text messaging",409,412,20,5,5,5,15,2,2,168,6,1,16,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person",Health
USA,MO,2019,"12        ",Male,17,Right-Handed,181,25,188.5,1,Car,10,.419,47,Baseball/Softball,118,979,658,534,86,1000,25.5,"Left foot",10,11.5,"Ring finger",April,Winter,No,No,Meat,Water,History,6,10,3,"Yes - broadband connection","In person",5,7,30,1,2,10,10,10,7,3,50,20,20,2,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,MO,2018,"6         ",Male,12,Right-Handed,162,24,155,1,Car,20,0.299,54,Soccer,500,500,600,600,400,300,24,"Same length",80,80,"Same length",August,Spring,Yes,No,Desserts,"Sports drink",History,10,8,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2018,"11        ",Male,16,Right-Handed,178,25,180,1.5,Walk,2,0.472,55,Soccer,914,786,802,770,508,620,25,"Same length",95,90,"Index finger",June,Summer,No,No,Fruit,Water,"Physical education",7.5,8.5,4,"Yes - other","In person",50,100,50,5,6,30,55,5,20,5,40,20,0,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person",Environment
USA,MO,2020,"11        ",Male,18,Right-Handed,182.2,30.48,185,1,Car,10,0.335,39,Basketball,1000,1000,1000,1000,467,503,30.48,"Same length",100,90,"Index finger",April,Summer,No,No,"No favorite","Sports drink",History,3or4,9or10,4,"Yes - broadband connection","Text messaging",70,170,7,140,0,2,110,100,50,40,80,10,160,5,"A lot","High school","Rap/Hip hop",Fly,Rich,"Sports person",Environment
USA,MO,2016,"12        ",Male,17,Ambidextrous,176,27,175,1,Walk,9,.35,32,Other,100,100,100,100,1000,1000,27,"Same length",85,85,"Same length",December,Winter,Yes,No,"Rice/Noodle dishes","Energy drink","Computers and technology",3,11,2,"No internet connection","Myspace, Facebook, other social networking sites, or blog",0,0,3,0,0,0,5,20,5,10,10,20,0,0,None,"Undergraduate degree",Techno/Electronic,"Freeze time",Rich,"Religious figure",Other
USA,MO,2017,"6         ",Male,12,Right-Handed,153,23,151,1,Car,5,0.35,55,Basketball,1000,1000,1000,1000,300,800,23,"Same length",9,8,"Index finger",October,Winter,No,No,Poultry,Water,"Physical education",9,7,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,20,20,1,0,50,20,10,50,15,50,15,0,50,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,MO,2012,"7         ",Male,12,Right-Handed,166,28,168,1,Car,15,0.453,40,Golf,700,775,900,900,1000,1000,27,"Right foot",70,70,"Same length",May,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",9,8,3,"Yes - broadband connection",Telephone,0,0,35,1,3,6,2,6,0,0,5,6,0,1,None,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,MO,2016,"12        ",Male,18,Left-Handed,175,25,173,1,Car,8,.346,33,Baseball/Softball,800,700,600,850,900,900,25,"Same length",86,87,"Ring finger",August,Spring,No,No,Meat,Water,Science,8,10,4,"Yes - broadband connection","Text messaging",20,20,8,0,2,8,8,2,3,2,4,2,12,2,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Arts, culture, sports"
USA,MO,2016,"12        ",Male,16,Left-Handed,170,25.51,171,1,Car,4,.309,34,Other,200,250,300,350,600,450,25.5,"Same length",91,96,"Ring finger",June,Spring,Yes,No,Meat,Water,"Mathematics and statistics",9,9,4,"Yes - broadband connection","In person",2,3,30,1,4,5,10,0,1,2,9,4,8,4,"A lot","Undergraduate degree",Other,Fly,Rich,"Business person",Religious
USA,MO,2018,"6         ",Male,11,Right-Handed,60,23,56,1,Car,25,0.124,82,Soccer,679,1000,749,1000,0,717,24,"Left foot",600,500,"Ring finger",June,Summer,No,No,"No favorite",Water,Geography,9,6,4,"Yes - other","Text messaging",3,42,5,1,7,2,6,3,0,0,2,2,0,3,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Education/Youth development"
USA,MO,2019,"12        ",Male,17,Right-Handed,172,24,184,1,Car,3,.645,47,Other,500,500,500,500,500,500,25,"Left foot",90,80,"Index finger",October,Fall,No,No,Meat,Water,"Physical education",7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,8,12,0,0,2,12,0,3,0,8,2,4,2,None,"Undergraduate degree",Country,"Super strength",Happy,Relative,"Wildlife, animals"
USA,MO,2018,"7         ",Male,13,Right-Handed,150,24,145,2,Bus,10,2.922,76,Soccer,1000,1000,1000,100,0,0,24,"Same length",80,81,"Ring finger",January,Summer,No,No,Other,Water,"Computers and technology",8,8,7,"No internet connection","Myspace, Facebook, other social networking sites, or blog",0,0,"2 ",0,1,3,1,1,0,0,0,1,1,2,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Other,"International aid"
USA,MO,2017,"6         ",Male,12,Right-Handed,164,22,169,1,Bus,10,0.6,66,Other,700,700,800,100,700,1000,22,"Same length",15,"7 ","Index finger",August,Spring,Yes,No,Seafood,"Soft drink (caffeinated)","Physical education",12,8,4,"Yes - other","Text messaging",2,2,5,0,1,2,2,1,0,2,4,2,0,3,"A lot","Some college",Country,Fly,Healthy,Relative,Religious
