Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MO,2019,"12        ",Male,18,Right-Handed,175,25,179,1,Car,3,.454,58,Walking/Hiking,1000,1000,1000,1000,1000,1000,25,"Same length",90,90,"Ring finger",August,Summer,No,No,"Rice/Noodle dishes",Water,History,6,9,3,"Yes - broadband connection","Internet chat or instant messaging",2,2,17,0,.5,0,0,18,5,6,9,4,21,0,"Very little","Graduate degree",Pop,"Freeze time",Happy,Politician,Environment
USA,MO,2019,"12        ",Male,17,Right-Handed,163,24,165,1,Car,20,.488,45,None,123,200,50,80,75,700,22,"Right foot",100,100,"Same length",November,Summer,No,No,Salads,"Soft drink (caffeinated)","Mathematics and statistics",8,11,4,"Yes - other","Text messaging",25,30,50,2,3,6,0,0,70,20,80,20,20,5,Some,"Graduate degree",Country,Telepathy,Healthy,Relative,Health
USA,MO,2017,"11        ",Male,16,Right-Handed,178,28,173,1,Car,16,0.329,39,"Football (American)",400,400,400,450,900,900,27,"Right foot",87,89,"Ring finger",August,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Social studies",8,10,4,"Yes - broadband connection","Text messaging",5,5,15,1,6,20,8,0,10,3,7,20,0,2,"Very little","Graduate degree",Country,Invisibility,Happy,"Doctor or nurse",Health
USA,MO,2020,"11        ",Male,17,Right-Handed,172,28,173,1,Car,3,.405,46,Golf,0,0,0,0,1000,1000,27,"Right foot",98,112,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",12,10,11,1,4,14,7,9,6,1,1,7,0,4,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,MO,2016,"11        ",Male,15,Right-Handed,167,26,173,1,Car,15,.304,49,Other,999,999,999,999,999,1000,25,"Right foot",79,81,"Ring finger",July,Spring,Yes,No,"No favorite",Milk,"Computers and technology",8,9,3,"Yes - broadband connection","In person",2,3,3,1,6,7,4,10,1,1,10,0,8,4,Some,"Graduate degree",Other,Telepathy,Happy,Relative,Religious
USA,MO,2016,"9         ",Male,14,Right-Handed,172,28,175,1,Bus,20,.302,75,"Football (American)",0,0,500,700,800,1000,28,"Same length",1100,1100,"Same length",February,Summer,Yes,No,Meat,Water,"Physical education",13,6,7,"Yes - broadband connection","Text messaging",1,1,40,1,0,7,35,1,1,1,2,10,10,14,Some,"High school","Rock and roll","Super strength",Happy,Friend,Religious
USA,MO,2017,"12        ",Male,18,Right-Handed,190.5,28,190.5,1,Car,10,0.505,62,Baseball/Softball,600,400,300,200,100,100,28,"Same length",95,90,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Water,History,8,9,3,"Yes - broadband connection","Text messaging",100,100,10,,,,,,,,,,,,,,,,,,
USA,MO,2016,"9         ",Male,14,Right-Handed,168,28,167,1,Car,10,.321,47,Baseball/Softball,999,0,500,500,0,1000,27,"Right foot",9.5,10,"Ring finger",November,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",8,5,4,"Yes - other","Text messaging",999,1000,2,1,1,3,10,2,3,1,2,1,4,6,"A lot","Graduate degree",Country,Fly,Rich,Relative,"Arts, culture, sports"
USA,MO,2018,"11        ",Male,16,Right-Handed,173,26,185,1,Car,10,0.34,51,Basketball,999,999,999,999,999,1000,26,"Right foot",109,109,"Same length",May,Spring,No,No,Meat,"Soft drink (caffeinated)","Computers and technology",6,10,4,"Yes - broadband connection","In person",15,10,2,0,1,1,15,3,1,5,7,1,0,0,Some,"Some college","Rap/Hip hop","Freeze time",Rich,"Coach or club leader","Arts, culture, sports"
USA,MO,2018,"6         ",Male,11,Ambidextrous,147,22,149,4,Car,5,0.35,60,Basketball,900,875,600,600,450,475,22,"Same length",70,65,"Index finger",March,Spring,No,No,"No favorite",Water,History,9,10,4,"Yes - other","In person",0,0,2,0,7,1,14,2,0,0,3,0.5,0,2,"Very little",Other,"Rap/Hip hop",Fly,Famous,"Sports person","Wildlife, animals"
USA,MO,2016,"9         ",Male,14,Right-Handed,169,24,177,1,Car,2,0.346,43,"Football (American)",800,600,650,550,300,400,24,"Same length",78,83,"Ring finger",November,Fall,,,Meat,"Sports drink",Other,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,160,4,.50,2,5,10,2,4,2,6,2,1,3,Some,Other,"Rock and roll","Super strength",Rich,Actor,Health
USA,MO,2012,"7         ",Male,13,Right-Handed,171.4,30.48,175.2,1,Car,4,0.281,36,Baseball/Softball,5,5,0,5,882,904,28,"Right foot",90,80,"Same length",March,Spring,Yes,No,Meat,Water,History,9,8,5,"Yes - broadband connection",Other,0,0,7,0.2,7,2,9,5,2,3,3,10,0,1,"A lot","Graduate degree",Pop,Fly,Rich,Other,"Wildlife, animals"
USA,MO,2012,"8         ",Male,14,Right-Handed,166.4,25,166.5,1,Car,10,.328,34,Lacrosse,100,750,1000,1000,500,750,25,"Same length",70,80,"Ring finger",June,Winter,Yes,No,,Tea,"Computers and technology",8,10,5,"Yes - broadband connection","Internet chat or instant messaging",0,0,35,,,50,10,50,50,50,50,25,,,Some,"Some college",Jazz,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,MO,2017,"12        ",Male,17,Right-Handed,178,,,1,Car,9,.28,36,Golf,40,30,20,50,80,60,,,,,,April,Fall,No,No,"No favorite","Soft drink (caffeinated)","Mathematics and statistics",8,10,5,"Yes - broadband connection","Text messaging",50,50,20,3,5,2,5,8,15,10,15,5,0,3,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Doctor or nurse","Wildlife, animals"
USA,MO,2017,"12        ",Male,19,Right-Handed,163,25,156,2,Walk,2,0.334,39,Soccer,500,800,950,900,950,1000,25,"Same length",80,90,"Ring finger",July,Fall,No,No,Meat,Water,"Mathematics and statistics",7.5,9,8,"Yes - broadband connection","Text messaging",5,6,50,0.5,5,0,10,0,1.5,0.5,10,0,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader",Health
USA,MO,2016,"9         ",Male,14,Right-Handed,179,27,180,1,Car,3,.318,74,"Football (American)",500,500,600,600,900,1000,26,"Same length",90,95,"Same length",May,Fall,No,No,Desserts,Milk,Other,9,6,4,"Yes - broadband connection","Text messaging",300,300,"7 ",3,1,4,3,0,2,3,0,0,0,0,None,"High school",Country,Invisibility,Rich,Relative,Health
USA,MO,2020,"11        ",Male,17,Right-Handed,195,29,192,1,Car,12,0.338,30,Other,100,200,400,300,900,800,28,"Right foot",113,123,"Ring finger",June,Winter,No,No,Meat,Water,Other,7,4,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,15,3,1,4,10,17,4,10,1,8,20,0,8,Some,"Some college",Country,"Freeze time",Happy,Friend,Other
USA,MO,2017,"6         ",Male,11,Right-Handed,171,25,165,1,Car,15,0.343,40,"Football (American)",700,700,0,500,700,700,25,"Same length",70,70,"Same length",January,Winter,Yes,No,Meat,Tea,"Mathematics and statistics",9,10,4,"Yes - broadband connection","In person",5,6,70,1,30,20,10,10,0,1,10,3,0,30,Some,"Graduate degree",Pop,Fly,,Relative,Religious
USA,MO,2017,"12        ",Male,18,Left-Handed,175,23.5,63.4,1,Walk,5,.362,70,Tennis,599,610,999,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"6         ",Male,12,Right-Handed,137,21,124,1,Car,15,0.56,64,"Football (American)",310,588,572,628,0,529,20,"Right foot",6,5,"Index finger",November,Spring,Yes,No,Salads,"Sports drink","Physical education",8,7,7,"Yes - other","Cell phone",7,5,3,1,1,4,4,1,1,1,2,2,1,1,Some,"Graduate degree",Country,Fly,Famous,Actor,Health
USA,MO,2018,"7         ",Male,13,Right-Handed,150,27,57,1,Car,20,.7,43,Swimming,5,6,7,3,10,10,23,"Right foot",7,8,"Ring finger",April,Summer,Yes,No,Pizza/Pasta,Tea,"Computers and technology",8,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,5,3,0,20,10,50,30,60,100,70,0,20,Some,"Graduate degree",Other,"Freeze time",Rich,Relative,"Education/Youth development"
USA,MO,2016,"11        ",Male,17,Right-Handed,83,27,82,1,Bicycle,5,.294,51,Swimming,1000,1000,1000,1000,500,500,27,"Same length",85,85,"Same length",October,Fall,No,No,Desserts,"Soft drink (caffeinated)",Music,9,11,3,"Yes - broadband connection","In person",25,25,5,0,1,7,1,4,3,0,4,6,0,2,"A lot","Graduate degree","Rock and roll",Invisibility,Rich,"Musician or singer","Arts, culture, sports"
USA,MO,2017,"11        ",Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2019,"12        ",Male,18,Right-Handed,183,29,192,3,Walk,3:00,30,48,Athletics,1000,1000,500,100,1000,1000,28,"Right foot",9,10,"Ring finger",October,Spring,No,No,Meat,Tea,"Physical education",8,8,5,"Yes - other","Text messaging",2000,2000,5hr,2hr,2hr,4hr,2hr,0hr,2hr,4hr,4hr,1hr,15hr,3hr,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,"Wildlife, animals"
USA,MO,2014,"12        ",Male,18,Right-Handed,178,25,175,1,Car,6,0.33,37,Baseball/Softball,200,200,200,200,300,750,25,"Same length",75,75,"Same length",March,Spring,Yes,No,Pizza/Pasta,"Sports drink",Art,6,8,5,"Yes - other","Text messaging",200,200,20,1,1,3,10,4,4,50,3,4,0,2,Some,"Graduate degree","Rock and roll","Super strength",Happy,Relative,"Wildlife, animals"
USA,MO,2017,"6         ",Male,11,Right-Handed,155,25,74,2,Bus,45,0.455,26,"Football (American)",,,1000,,,1000,24,"Right foot",8,3,"Index finger",April,Summer,No,No,"Rice/Noodle dishes","Energy drink","Physical education",7,3,4,"Yes - other","Text messaging",14,20,0,13,0,5,2,5,8,24,24,2,0,0,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,"Musician or singer",Health
USA,MO,2019,"12        ",Male,17,Right-Handed,180,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2018,"12        ",Male,18,Right-Handed,180,23,,3,Walk,2,0.641,45,"Football (American)",1000,535,800,374,59,5,24,"Left foot",7.5,7.3,"Index finger",June,Spring,No,No,Poultry,Water,English,6,10,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",200,200,,,,,,,,,,,,,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,MO,2018,"6         ",Male,12,Right-Handed,164,23,162,1,Car,45,0.458,41,Basketball,444,567,631,770,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2012,"8         ",Male,14,Ambidextrous,165,26,172,1,Bus,65,0.391,43,Basketball,700,200,300,300,200,200,25,"Right foot",7,8,"Ring finger",August,Fall,Yes,No,Meat,Juice,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",100,97,4,2,,,,,,,,,,,,,,,,,
USA,MO,2018,"7         ",Male,13,Right-Handed,155,27,169,1,Car,2,0.46,66,Soccer,700,600,1000,600,200,600,27,"Same length",9,8,"Ring finger",August,Summer,Yes,No,Meat,Water,"Physical education",4,4,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,10,1,0,3,5,5,1,1,1,2,0,2,Some,"High school",Pop,"Super strength",Rich,Relative,Health
USA,MO,2017,"11        ",Male,17,Right-Handed,180,26,165,1,Car,18,0.383,46,"Hockey (Ice)",500,400,300,200,900,1000,25.5,"Right foot",90,105,"Ring finger",June,Fall,No,No,Seafood,Water,Science,7,8,3,"Yes - broadband connection","In person",200,300,10,2,20,10,15,0,20,30,20,2,30,12,"A lot","Graduate degree",Country,Telepathy,Rich,"Doctor or nurse","International aid"
USA,MO,2012,"7         ",Male,12,Right-Handed,162.6,25.4,160,2,Car,5,0.422,44,Basketball,500,1000,500,500,1000,1000,25.4,"Same length",76,85,"Ring finger",July,Winter,Yes,No,Pizza/Pasta,Water,Art,7,5,5,"Yes - broadband connection","Text messaging",67,107,6,2,7,8,10,2,2,4,2,2,4,2,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,MO,2017,"11        ",Male,16,Right-Handed,180,28,183,1,Car,50,0.266,37,Golf,600,400,500,500,800,1000,28,"Left foot",81,89,"Ring finger",September,Fall,Yes,No,Meat,Water,"Mathematics and statistics",8,11,5,"Yes - other","Text messaging",8,9,15,11,10,50,30,6,20,8,17,19,2,5,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,MO,2018,"6         ",Male,11,Right-Handed,155,23,149,1,Car,5,0.647,58,Basketball,400,350,400,750,200,300,23,"Same length",84,80,"Index finger",April,Spring,Yes,No,Meat,Water,Geography,9.5,10,4,"Yes - other","In person",0,0,8,0,0.25,3,1,0,0,0,0,0.5,0,0.5,"Very little","Graduate degree",Pop,Telepathy,Happy,Friend,"International aid"
USA,MO,2015,"12        ",Male,17,Right-Handed,"69 ",25,179,1,Car,13,0.329,39,Baseball/Softball,500,500,500,1000,1000,1000,26,"Left foot",8,8,"Same length",November,Spring,Yes,No,Poultry,Milk,"Mathematics and statistics",7.5,9,6,"Yes - broadband connection","Text messaging",10,10,6,2,1,2,10,0,3,10,5,2,15,3,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,MO,2017,"12        ",Male,17,Right-Handed,144.7,24,165.1,1,Car,15,0.379,33,"Football (American)",800,700,800,700,500,600,24,"Same length",75,65,"Index finger",January,Winter,No,No,Pizza/Pasta,Water,"Social studies",8,8,4,"Yes - broadband connection","Text messaging",250,300,5,2,1,0,0,15,40,20,50,2,20,0,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Other,Environment
USA,MO,2017,"12        ",Male,17,Right-Handed,191,30,187,1,Car,15,.74,.38,Baseball/Softball,900,600,300,500,500,1000,30,"Same length",90,90,"Same length",March,Winter,No,No,Meat,Milk,"Mathematics and statistics",10,12,4,"Yes - other","Cell phone",50,50,40,7,5,40,20,20,15,10,15,20,0,20,None,"High school",Country,"Freeze time",Rich,"Sports person","Arts, culture, sports"
USA,MO,2018,"6         ",Male,12,Right-Handed,162,24,155,1,Car,20,0.299,54,Soccer,500,500,600,600,400,300,24,"Same length",80,80,"Same length",August,Spring,Yes,No,Desserts,"Sports drink",History,10,8,6,"Yes - other","In person",0,0,1,0,2,20,18,10,0,0,15,10,0,2,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Education/Youth development"
USA,MO,2018,"11        ",Male,17,Left-Handed,168,25,167,1,Walk,2,.35,58,Walking/Hiking,786,781,455,888,535,1000,25,"Same length",90,90,"Same length",March,Fall,No,No,Meat,"Sports drink",Art,7,8,5,"Yes - broadband connection","Text messaging",5,12,45,.5,7,14,14,6,15,5,112,0,0,0,Some,"Undergraduate degree",Other,Fly,Happy,Other,Other
USA,MO,2016,"9         ",Male,14,Ambidextrous,173,26,176,3,Car,30,.237,37,"Football (American)",1000,1000,1000,1000,500,500,27,"Left foot",80,90,"Ring finger",August,Fall,No,No,Meat,"Sports drink",History,9,9,5,"Yes - other","Text messaging",4,1,8,3,8,4,10,3,5,4,2,1,.5,,,,,,,,
USA,MO,2016,"11        ",Male,17,Ambidextrous,182,28,184,1,Car,10,.323,34,Other,421,601,435,543,501,602,28,"Same length",9.5,9.9,"Ring finger",September,Summer,No,No,Meat,"Sports drink",History,7,6,3,"Yes - broadband connection","In person",140,150,30,5,10,15,70,10,5,4,5,6,0,8,Some,"Graduate degree","Rock and roll",Invisibility,Healthy,"Coach or club leader",Health
USA,MO,2017,"6         ",Male,11,Right-Handed,157,28,154,1,Car,8,0.37,40,Baseball/Softball,1000,700,600,700,75,35,27,"Right foot",65,70,"Ring finger",January,Winter,Yes,No,Meat,Water,History,8,8,7,"Yes - other","In person",4,8,48,0,14,2,20,10,0,16,6,0,0,0,None,"Some college",Other,Telepathy,Happy,Other,"International aid"
USA,MO,2017,"6         ",Male,11,Ambidextrous,151,24,149,2,Bus,20,0.367,52,Other,1000,171,100,902,1000,1000,24,"Same length",76,76,"Same length",May,Winter,No,No,Meat,"Soft drink (caffeinated)","Physical education",8,14,3,"No internet connection","Text messaging",4,5,35,10,5,0,10,0,0,,,,,,,,,,,,
USA,MO,2016,"11        ",Male,16,Right-Handed,176,24,186.5,1,Walk,2,.288,39,"Football (American)",285,500,800,985,650,1000,25,"Left foot",7,7,"Same length",June,Summer,No,No,Meat,"Sports drink","Physical education",3,2,6,"Yes - other","Text messaging",15,20,10,0,2,4,17,3,1,4,3,4,6,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Other
USA,MO,2012,"8         ",Male,14,Right-Handed,178,27,165,1,Bus,30,0.494,46,None,950,900,900,900,900,999,27,"Same length",18,17,"Ring finger",February,Summer,Yes,No,Seafood,Water,Science,8,6,4,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2020,"11        ",Male,17,Ambidextrous,175,26,170,2,Car,20,.373,28,Athletics,700,750,700,475,250,725,25,"Right foot",100,106,"Ring finger",June,Fall,Yes,No,Meat,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",14,26,8,,,,,,,,,,,,,,,,,,
USA,MO,2017,"6         ",Male,11,Right-Handed,154,25,150,1,Car,15,1.498,,"Football (American)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2012,"7         ",Male,13,Left-Handed,171.5,28,171.5,1,Car,5,0.328,45,Basketball,904,711,658,958,422,791,27,"Right foot",85,75,"Same length",May,Summer,No,No,Meat,Water,"Social studies",8,7,5,"Yes - broadband connection",Telephone,0,0,18,1,1,1,5,3,2,1,5,1,3,2,None,"Graduate degree","Rap/Hip hop",Invisibility,Famous,Relative,Health
USA,MO,2017,"12        ",Male,17,Right-Handed,188,30,180,1,Car,8,0.291,43,Baseball/Softball,561,561,561,561,800,800,28,"Right foot",90,85,"Index finger",October,Fall,No,No,Poultry,Water,"Computers and technology",6,10,5,"Yes - broadband connection","Internet chat or instant messaging",75,75,25,1,6,3,1,2,7,10,50,2,0,2,Some,"Undergraduate degree",Other,Telepathy,Rich,Relative,"Education/Youth development"
USA,MO,2015,"12        ",Male,17,Right-Handed,193,28.8,189,1,Car,4,0.415,40,Basketball,1000,1000,1000,1000,1000,1000,28.8,"Same length",100,100,"Same length",December,Winter,No,No,Seafood,Water,"Physical education",7,9,6,"Yes - other","Text messaging",150,323,10,0.2,8,3,2,4,2,4,6,4,10,3,"A lot","Graduate degree",Country,Telepathy,Happy,Friend,Health
USA,MO,2012,"8         ",Male,13,Left-Handed,185.4,29.5,165,1,Car,4,.375,53,Basketball,900,800,0,500,10,10,29.5,"Same length",90,80,"Index finger",May,Spring,No,No,Pizza/Pasta,Water,"Social studies",8.5,9,5,"Yes - broadband connection","Text messaging",121,120,14,1,1,1,60,0,5,78,10,20,0,1,"Very little","Graduate degree",Country,Fly,Happy,"Sports person","Arts, culture, sports"
USA,MO,2014,"12        ",Male,17,Right-Handed,174,26,180,1,Car,6,.331,57,"Football (American)",500,500,500,500,725,725,26,"Same length",90,104,"Ring finger",,Summer,Yes,No,Meat,Milk,"Physical education",6,8,2,"Yes - broadband connection","Cell phone",100,100,10,2,2,8,8,8,8,8,8,8,4,4,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Rich,"Business person",Health
USA,MO,2016,"11        ",Male,18,Right-Handed,173,26,169,2,Car,5,.307,41,Golf,508,668,754,406,310,1000,26,"Same length",75,75,"Same length",October,Summer,No,No,Meat,Water,Science,7,9,3,"Yes - broadband connection","In person",50,49,8,1,,,,,,,,,,,,,,,,,
USA,MO,2015,"12        ",Male,17,Right-Handed,170,25,173,1,Bus,15,.685,48,Rowing,,,,,,,24.5,"Right foot",7.5,7.2,"Ring finger",October,Spring,No,No,Meat,"Soft drink (caffeinated)",English,7,9,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,,,,,,,,,,,,,Some,"Some college","Punk rock",,,,
USA,MO,2018,"12        ",Male,17,Right-Handed,183,25,173,1,Car,20,.322,42,Basketball,800,750,850,900,600,650,25,"Same length",70,75,"Ring finger",May,Spring,No,No,Meat,Water,Science,7,8,3,"Yes - broadband connection","In person",10,30,5,.5,15,10,6,10,3,2,10,5,25,5,Some,"Undergraduate degree","Rock and roll",Fly,Happy,Other,"Education/Youth development"
USA,MO,2017,"12        ",Male,17,Left-Handed,183,28,180,1,Car,30,0.376,56,Walking/Hiking,970,950,999,920,752,893,28,"Same length",82,85,"Ring finger",October,Fall,Yes,No,Pizza/Pasta,Water,History,7,8.5,4,"Yes - broadband connection","In person",7,38,7,0.25,3,3,3.5,1,1,1,9,5,7,1,Some,"Graduate degree",Pop,Fly,Happy,"Religious figure",Religious
USA,MO,2015,"12        ",Male,18,Right-Handed,87,25,93,1,Car,10,0.811,50,Other,700,700,400,800,500,500,23,"Right foot",7.1,7.2,"Ring finger",July,Fall,Yes,No,Desserts,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",40,45,,,,,3,,,3,10,15,5,,,"Graduate degree",Other,Telepathy,,,
USA,MO,2017,"12        ",Male,17,Right-Handed,179,24,173,1,Car,7,.39,37,Walking/Hiking,1000,1000,1000,770,513,727,24,"Same length",70,76,"Ring finger",February,Winter,No,Yes,"Rice/Noodle dishes",Water,Music,7,10,3,"Yes - other","In person",100,130,5,4,1,2,1,0,4,10,40,0,10,2,None,"Undergraduate degree",Jazz,Telepathy,Happy,"Musician or singer",Health
USA,MO,2018,"12        ",Male,16,Right-Handed,176,28,185.5,1,Car,2,0.307,32,Soccer,797,840,610,1000,807,1000,28,"Same length",70,80,"Ring finger",August,Summer,No,No,Fruit,Water,"Mathematics and statistics",7,8,3,"Yes - broadband connection","Internet chat or instant messaging",1,3,1,.5,18,2,8,8,4,4,24,2,0,.5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Religious
USA,MO,2019,"12        ",Male,16,Right-Handed,184,26,181,1,Car,10,0.331,35,Other,973,615,770,711,310,711,26,"Same length",100,110,"Ring finger",March,Fall,No,No,Meat,"Soft drink (caffeinated)",Science,8,9,4,"Yes - other","In person",30,100,10,,,,,,,,,,,,,,,,,,
USA,MO,2019,"12        ",Male,17,Right-Handed,176,25,183,1,Car,6,.386,38,Baseball/Softball,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"11        ",Male,17,Left-Handed,190.5,29,213.4,1,Car,15,.436,31,Other,500,600,100,900,1000,1000,27,"Right foot",111,115,"Ring finger",October,Summer,No,No,Other,Milk,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",80,90,5,12,4,7,10,1,9,9,5,20,40,3,"A lot","Graduate degree",Pop,Telepathy,Rich,Relative,Health
USA,MO,2017,"12        ",Male,18,Left-Handed,175,23.5,173,1,Walk,5,.362,170,Tennis,9,10,1000,800,1000,1000,23,"Left foot",635,640,"Ring finger",November,Fall,Yes,No,"No favorite",Water,"Computers and technology",6.5,2.5,1,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",500,465,1,1,8,0,10,9,100,62,120,140,5,6,"A lot","Some college","Rock and roll",Telepathy,Happy,"Business person","Education/Youth development"
USA,MO,2017,"6         ",Male,11,Right-Handed,154,23,145,1,Car,7,0.656,49,Baseball/Softball,500,200,700,400,100,100,23,"Same length",7,6,"Index finger",April,Summer,No,No,Meat,Milk,Science,10,9,6,"Yes - broadband connection","In person",0,0,72,1,1,4,2,76,0,0,89,92,0,1,"Very little","Graduate degree",Country,"Super strength",Healthy,Relative,Health
USA,MO,2016,"9         ",Male,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"12        ",Male,17,Left-Handed,185.4,26,188,1,Car,12,0.43,34,Baseball/Softball,500,200,80,406,750,800,26,"Same length",80,84,"Ring finger",March,Fall,No,No,Poultry,Water,"Mathematics and statistics",9,9,4,"Yes - broadband connection","Text messaging",5,25,8,0,5,2,0,27,0,2,30,3,0,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,"Education/Youth development"
USA,MO,2016,"11        ",Male,15,Right-Handed,175,26,178,1,Car,1,.24,39,"Football (American)",750,500,500,750,500,750,26,"Same length",75,83,"Ring finger",November,Spring,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2016,"9         ",Male,15,Left-Handed,71.7,10,172,,Bus,30,0.322,45,Walking/Hiking,1000,1000,1000,1000,100,50,12.5,"Same length",7.5,8,"Ring finger",May,Spring,Yes,No,Desserts,Tea,Art,4,12,5,"No internet connection","In person",99999,99999,8,2,1,3,9,3,3,2,1,1,8,1,"A lot","Undergraduate degree",Country,"Freeze time",Famous,Actor,Health
USA,MO,2020,"11        ",Male,18,Left-Handed,188,27,190,1,Walk,15,.3,57,Basketball,1000,1000,1000,1000,500,750,27,"Same length",150,150,"Same length",October,Summer,No,No,Meat,Water,"Physical education",6,10,3,"Yes - broadband connection","Text messaging",alot,alot,10,1,0,1,1,10,10,10,20,24,12,1,"Very little","High school","Rap/Hip hop",Invisibility,Healthy,"Sports person",Environment
USA,MO,2018,"6         ",Male,12,Right-Handed,162,24,155,1,Car,20,0.299,54,Soccer,500,500,600,600,400,300,24,"Same length",80,80,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2014,"12        ",Male,17,Right-Handed,167,26,180,1,Car,10,0.458,48,Walking/Hiking,600,300,200,500,800,800,25,"Right foot",89,76,"Index finger",September,Summer,No,No,Seafood,Water,"Social studies",6,12,4,"Yes - broadband connection","Text messaging",150,150,10,1,10,3,5,0,12,2,15,15,40,5,Some,"Graduate degree",Jazz,Telepathy,Happy,Politician,"Education/Youth development"
USA,MO,2017,"12        ",Male,18,Left-Handed,165,27,170,2,Car,10,0.343,33,Running/Jogging,960,920,940,760,900,989,27,"Same length",80,67,"Index finger",August,Fall,Yes,Yes,Fruit,Other,"Physical education",6,6,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1000,1500,2,.5,.5,2,0,1,34,34,36,3,16,2,"A lot","Graduate degree",Pop,Telepathy,Rich,Relative,"Wildlife, animals"
